make,year,fuel,hp,cylinders,transmission,wd,doors,size,style,highway mpg,city mpg,popularity,msrp,is_factory tuner,is_hybrid,is_luxury,is_performance,is_flex fuel,is_crossover,is_hatchback,is_diesel,is_exotic,is_high-performance
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,29495,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,28395,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,26895,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,28695,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,27595,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,25795,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,27665,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,30265,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,29165,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,26565,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,wagon,39.0,29,873,29465,False,False,False,False,False,False,False,True,False,False
volkswagen,4,diesel,140.0,1,MANUAL,front wheel drive,4.0,Compact,wagon,42.0,30,873,28365,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,29280,True,False,False,True,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,45.0,31,873,25175,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,26920,True,False,False,True,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,46.0,31,873,21640,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,26920,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,32.0,24,873,28020,True,False,False,True,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,45.0,31,873,22740,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,32.0,24,873,30380,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,29280,True,False,False,True,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,46.0,31,873,24075,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,32.0,24,873,30380,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,32.0,24,873,28020,True,False,False,True,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,46.0,31,873,26410,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (required),170.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,48.0,42,873,31670,False,True,False,False,False,False,False,False,False,False
volkswagen,5,diesel,150.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,45.0,31,873,27510,False,False,False,False,False,False,False,True,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,29280,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,33.0,24,873,28020,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,26920,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,26920,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (required),170.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,48.0,42,873,31120,False,True,False,False,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,33.0,24,873,28020,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,33.0,24,873,30380,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,sedan,33.0,24,873,30380,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,29280,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,24,873,28995,True,False,False,True,False,False,False,False,False,False
volkswagen,5,premium unleaded (recommended),210.0,1,MANUAL,front wheel drive,4.0,Midsize,sedan,33.0,23,873,27895,True,False,False,True,False,False,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,33295,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,33295,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,27395,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,28695,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,26595,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,23495,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,29995,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,25195,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,20695,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,17,1851,31395,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,17,1851,31395,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,27395,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,26295,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,26595,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,33695,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,28395,False,False,False,False,False,True,False,False,False,False
dodge,5,flex-fuel (unleaded/e85),283.0,3,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,17,1851,31795,False,False,False,False,True,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,30895,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,20995,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,26.0,19,1851,24895,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,29795,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,19,1851,20995,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,33695,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,19,1851,26295,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,29795,False,False,False,False,False,True,False,False,False,False
dodge,5,flex-fuel (unleaded/e85),283.0,3,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,17,1851,31795,False,False,False,False,True,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,30995,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,26595,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,19,1851,27495,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,283.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,suv,24.0,16,1851,28395,False,False,False,False,False,True,False,False,False,False
dodge,5,regular unleaded,173.0,1,AUTOMATIC,front wheel drive,4.0,Midsize,suv,25.0,19,1851,24895,False,False,False,False,False,True,False,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,25240,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (required),215.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,31.0,25,2009,28020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (required),211.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,29.0,25,2009,30020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,26940,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,20250,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,22300,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,24150,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,22100,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,27230,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,34.0,28,2009,24830,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,34.0,28,2009,24830,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,22100,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (required),211.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,31.0,25,2009,28020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,22300,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,24150,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,26940,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (required),215.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,29.0,25,2009,30020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,20250,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,31.0,26,2009,27230,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,25240,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (required),215.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,31.0,26,2009,28020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,MANUAL,front wheel drive,4.0,Compact,hatchback,33.0,27,2009,24830,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (required),211.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,29.0,25,2009,30020,True,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,30.0,26,2009,27230,False,False,False,True,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,30.0,26,2009,26940,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,30.0,26,2009,24400,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,all wheel drive,4.0,Compact,hatchback,30.0,26,2009,22100,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,20250,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,22550,False,False,False,False,False,True,True,False,False,False
nissan,5,premium unleaded (recommended),188.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,2009,25240,False,False,False,False,False,True,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,four wheel drive,2.0,Compact,hatchback,29.0,24,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,four wheel drive,4.0,Compact,hatchback,29.0,24,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,66.0,0,MANUAL,front wheel drive,2.0,Compact,hatchback,33.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,front wheel drive,2.0,Compact,hatchback,33.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,AUTOMATIC,front wheel drive,2.0,Compact,hatchback,32.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,four wheel drive,4.0,Compact,hatchback,29.0,24,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,front wheel drive,2.0,Compact,hatchback,33.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,front wheel drive,2.0,Compact,hatchback,33.0,28,640,2000,False,False,False,False,False,False,True,False,False,False
subaru,0,regular unleaded,73.0,0,MANUAL,four wheel drive,4.0,Compact,hatchback,29.0,24,640,2000,False,False,False,False,False,False,True,False,False,False
infiniti,4,premium unleaded (recommended),265.0,3,AUTOMATIC,front wheel drive,4.0,Large,suv,24.0,18,190,41250,False,False,True,False,False,True,False,False,False,False
infiniti,4,premium unleaded (recommended),265.0,3,AUTOMATIC,all wheel drive,4.0,Large,suv,23.0,18,190,42650,False,False,True,False,False,True,False,False,False,False
kia,5,premium unleaded (recommended),420.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,23.0,15,1720,59900,False,False,True,True,False,False,False,False,False,True
kia,5,premium unleaded (recommended),420.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,23.0,15,1720,54500,False,False,True,True,False,False,False,False,False,True
kia,5,regular unleaded,311.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,26.0,17,1720,49000,False,False,True,False,False,False,False,False,False,False
kia,5,premium unleaded (recommended),420.0,4,AUTOMATIC,rear wheel drive,4.0,Large,sedan,23.0,15,1720,61900,False,False,True,True,False,False,False,False,False,True
kia,5,regular unleaded,311.0,3,AUTOMATIC,rear wheel drive,4.0,Large,sedan,26.0,17,1720,54900,False,False,True,False,False,False,False,False,False,False
buick,5,regular unleaded,182.0,1,AUTOMATIC,front wheel drive,4.0,Large,sedan,36.0,25,155,35725,False,True,False,False,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,31065,False,False,False,False,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,17,155,40500,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,39970,False,False,False,True,True,False,False,False,False,False
buick,5,regular unleaded,182.0,1,AUTOMATIC,front wheel drive,4.0,Large,sedan,36.0,25,155,33635,False,True,False,False,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,38025,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,17,155,38730,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,34065,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,40145,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,17,155,38905,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,35900,False,True,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,33810,False,True,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,26.0,17,155,40675,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,38200,False,False,False,True,True,False,False,False,False,False
buick,5,flex-fuel (unleaded/e85),304.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,28.0,18,155,31065,False,False,False,False,True,False,False,False,False,False
buick,5,regular unleaded,310.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,31.0,21,155,36065,False,False,False,True,False,False,False,False,False,False
buick,5,regular unleaded,310.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,31.0,21,155,38665,False,False,False,True,False,False,False,False,False,False
buick,5,regular unleaded,310.0,3,AUTOMATIC,all wheel drive,4.0,Large,sedan,29.0,20,155,43265,False,False,False,True,False,False,False,False,False,False
buick,5,regular unleaded,310.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,31.0,21,155,32065,False,False,False,True,False,False,False,False,False,False
buick,5,regular unleaded,310.0,3,AUTOMATIC,front wheel drive,4.0,Large,sedan,31.0,21,155,41065,False,False,False,True,False,False,False,False,False,False
mitsubishi,4,premium unleaded (required),291.0,1,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,sedan,22.0,17,436,37895,True,False,False,True,False,False,False,False,False,False
mitsubishi,4,premium unleaded (required),291.0,1,MANUAL,all wheel drive,4.0,Compact,sedan,23.0,17,436,34695,True,False,False,True,False,False,False,False,False,False
mitsubishi,4,premium unleaded (required),291.0,1,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,sedan,22.0,17,436,38195,True,False,False,True,False,False,False,False,False,False
mitsubishi,4,premium unleaded (required),291.0,1,MANUAL,all wheel drive,4.0,Compact,sedan,23.0,17,436,34995,True,False,False,True,False,False,False,False,False,False
mitsubishi,5,premium unleaded (required),303.0,1,MANUAL,all wheel drive,4.0,Compact,sedan,23.0,17,436,37995,True,False,False,True,False,False,False,False,False,True
mitsubishi,5,premium unleaded (required),291.0,1,MANUAL,all wheel drive,4.0,Compact,sedan,23.0,17,436,34495,True,False,False,True,False,False,False,False,False,False
mitsubishi,5,premium unleaded (required),291.0,1,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,sedan,22.0,17,436,38995,True,False,False,True,False,False,False,False,False,False
mitsubishi,4,regular unleaded,168.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,29.0,22,436,21345,False,False,False,False,False,False,True,False,False,False
mitsubishi,4,regular unleaded,148.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,24,436,18395,False,False,False,False,False,False,True,False,False,False
mitsubishi,4,regular unleaded,148.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,24,436,18495,False,False,False,False,False,False,True,False,False,False
mitsubishi,4,regular unleaded,168.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,29.0,22,436,21495,False,False,False,False,False,False,True,False,False,False
mitsubishi,4,regular unleaded,168.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,29.0,22,436,21945,False,False,False,False,False,False,True,False,False,False
mitsubishi,4,regular unleaded,148.0,1,AUTOMATIC,front wheel drive,4.0,Compact,hatchback,32.0,24,436,18595,False,False,False,False,False,False,True,False,False,False
mitsubishi,5,premium unleaded (required),237.0,1,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,sedan,25.0,18,436,29495,False,False,False,True,False,False,False,False,False,False
toyota,5,regular unleaded,381.0,4,AUTOMATIC,four wheel drive,4.0,Midsize,suv,18.0,13,2031,80155,False,False,True,False,False,False,False,False,False,False
toyota,5,regular unleaded,381.0,4,AUTOMATIC,four wheel drive,4.0,Midsize,suv,18.0,13,2031,83825,False,False,True,False,False,False,False,False,False,False
toyota,5,regular unleaded,381.0,4,AUTOMATIC,four wheel drive,4.0,Midsize,suv,18.0,13,2031,84325,False,False,True,False,False,False,False,False,False,False
maybach,4,premium unleaded (required),620.0,6,AUTOMATIC,rear wheel drive,4.0,Large,convertible,16.0,10,67,1380000,False,False,True,True,False,False,False,False,True,True
maybach,4,premium unleaded (required),620.0,6,AUTOMATIC,rear wheel drive,4.0,Large,convertible,16.0,10,67,1382750,False,False,True,True,False,False,False,False,True,False
plymouth,0,regular unleaded,92.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,29.0,21,535,2000,False,False,False,False,False,False,True,False,False,False
plymouth,0,regular unleaded,135.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,False,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,all wheel drive,2.0,Compact,hatchback,23.0,18,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,all wheel drive,2.0,Compact,hatchback,23.0,18,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,92.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,29.0,21,535,2000,False,False,False,False,False,False,True,False,False,False
plymouth,0,regular unleaded,135.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,False,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,all wheel drive,2.0,Compact,hatchback,23.0,18,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,92.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,29.0,21,535,2000,False,False,False,False,False,False,True,False,False,False
plymouth,0,regular unleaded,195.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,True,False,False,True,False,False,False
plymouth,0,regular unleaded,135.0,1,MANUAL,front wheel drive,2.0,Compact,hatchback,26.0,19,535,2000,False,False,False,False,False,False,True,False,False,False
subaru,5,regular unleaded,256.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,sedan,28.0,20,640,29595,False,False,False,True,False,False,False,False,False,False
subaru,5,regular unleaded,256.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,sedan,29.0,20,640,29945,False,False,False,True,False,False,False,False,False,False
subaru,5,regular unleaded,256.0,3,AUTOMATIC,all wheel drive,4.0,Midsize,sedan,28.0,20,640,31640,False,False,False,True,False,False,False,False,False,False
acura,0,regular unleaded,200.0,3,MANUAL,front wheel drive,4.0,Midsize,sedan,23.0,15,204,2000,False,False,True,False,False,False,False,False,False,False
acura,0,regular unleaded,200.0,3,MANUAL,front wheel drive,4.0,Midsize,sedan,23.0,16,204,2060,False,False,True,False,False,False,False,False,False,False
